app_num	app_date	coapp_f_name	coapp_l_name	a_email	is_approved	is_rejected
413	2019-03-01	Theodora	Haroldson	nschmierer@zathunicon.com	1	0
414	2019-03-04	Evangelina	Treston	mkiel@dambase.com	1	0
415	2019-03-04	Dyan	Ragel	rdaufeldt@zencorporation.com	1	0
416	2019-03-04	Leota	Hauenstein	cfrey@scotfind.com	1	0
417	2019-03-05	Louisa	Klang	cankeny@hottechi.com	0	0
418	2019-03-05	Myra	Shealy	mlietz@openlane.com	1	0
419	2019-03-05	Annmarie	Coyier	agudroe@rantouch.com	1	0
420	2019-03-06	Teddy	Grenet	bscheyer@isdom.com	1	0
421	2019-03-06	Janey	Caiafa	tnicolozakes@goodsilron.com	1	0
422	2019-03-07	Cyril	Motley	hnachor@stanredtax.com	1	0
423	2019-03-07	Simona	Mulqueen	vhixenbaugh@green-plus.com	1	0
424	2019-03-08	Kati	Diestel	jmerced@codehow.com	1	0
425	2019-03-11			mdiscipio@rundofase.com	1	0
426	2019-03-11			fmunns@betasoloin.com	1	0
427	2019-03-11	Lettie	Fritz	mshire@statholdings.com	1	0
428	2019-03-12			jmerced@codehow.com	1	0
429	2019-03-12			jnicolozakes@plexzap.com	1	0
430	2019-03-13	Larae	Maclead	rcantres@treequote.com	1	0
431	2019-03-13	Joseph	Samu	tmeteer@zumgoity.com	1	0
432	2019-03-14	Josphine	Nievas	lragel@gogozoom.com	0	0
433	2019-03-14	Nan	Isaacs	goles@newex.com	0	1
434	2019-03-15	Jade	Ostrosky	epaa@hatfan.com	1	0
435	2019-03-18			nriden@plussunin.com	1	0
436	2019-03-18	Tegan	Colla	fmorocco@toughzap.com	0	0
437	2019-03-18	Kanisha	Mugnolo	ikampa@rundofase.com	1	0
438	2019-03-18	Salena	Miceli	nriden@plussunin.com	0	1
439	2019-03-19	Raul	Berray	tmiceli@zathunicon.com	0	1
440	2019-03-19	Willow	Oles	lcolla@condax.com	1	0
441	2019-03-20	Viola	Chavous	fmorocco@toughzap.com	1	0
442	2019-03-20	Helga	Callaro	tmiceli@zathunicon.com	0	1
443	2019-03-21	Eden	Ankeny	tsuell@ganjaflex.com	0	0
444	2019-03-21	Tamar	Nicolozakes	aharabedian@newex.com	1	0
445	2019-03-21	Van	Breland	goles@newex.com	0	1
446	2019-03-22	Winfred	Lipkin	tarceo@stanredtax.com	1	0
447	2019-03-22	Annabelle	Klimek	cschoeneck@bioplex.com	1	0
448	2019-03-22	Pete	Maisto	mshadrick@statholdings.com	0	0
449	2019-03-25	Derick	Tolfree	vborgman@groovestreet.com	1	0
450	2019-03-25	Jamal	Latzke	aharnos@treequote.com	1	0
451	2019-03-26	Kayleigh	Craghead	mscriven@singletechno.com	0	1
452	2019-03-26	Elly	Craghead	lhalsey@plexzap.com	1	0
453	2019-03-27	Alyce	Meteer	lehmann@plusstrip.com	0	1
454	2019-03-27	Margart	Maynerich	hpagliuca@rundofase.com	1	0
455	2019-03-27	Carmela	Sengbusch	sgudroe@donware.com	1	0
456	2019-03-28			mmoyd@lexiqvolax.com	1	0
457	2019-03-29	Cyndy	Dorshorst	sscipione@toughzap.com	1	0
458	2019-03-29	Shalon	Dorshorst	awenner@openlane.com	1	0
459	2019-04-01	Rolland	Pugh	gyori@ganjaflex.com	1	0
460	2019-04-01	Rebecka	Hagele	tbuzick@kinnamplus.com	0	1
461	2019-04-01			cankeny@hottechi.com	1	0
462	2019-04-02	Lorrie	Morocco	sscipione@toughzap.com	0	0
463	2019-04-02	Yolando	Louissant	mdiscipio@rundofase.com	1	0
464	2019-04-02	Sheron	Haroldson	pheintzman@sunnamplex.com	0	1
465	2019-04-03	Lucina	Koppinger	lweirather@condax.com	1	0
466	2019-04-04	Venita	Hollack	oturinetti@dambase.com	1	0
467	2019-04-04	Mitsue	Pagliuca	mgesick@hatfan.com	1	0
468	2019-04-05	Delmy	Farrow	sparvis@zumgoity.com	0	1
469	2019-04-05	Carma	Ankeny	sgillian@betasoloin.com	1	0
470	2019-04-08	Olive	Luczki	jneither@statholdings.com	0	1
471	2019-04-08	Louisa	Kippley	cturinetti@goodsilron.com	0	1
472	2019-04-09	Devorah	Rauser	cmanno@donquadtech.com	1	0
473	2019-04-09	Weldon	Seewald	thughey@statholdings.com	1	0
474	2019-04-09			tmiceli@zathunicon.com	0	1
475	2019-04-10	Valentine	Hengel	epaa@hatfan.com	1	0
476	2019-04-10			kgabisi@opentech.com	0	1
477	2019-04-10	Glen	Smith	sdilliard@faxquote.com	1	0
478	2019-04-11	Maryann	Kohnert	tmeteer@zumgoity.com	1	0
479	2019-04-11			chalsey@kinnamplus.com	0	1
480	2019-04-11	Tiffiny	Waycott	tmeteer@zumgoity.com	1	0
481	2019-04-12	Georgene	Oles	ffrancescon@finjob.com	0	1
482	2019-04-15	Gregoria	Skulski	awenner@openlane.com	1	0
483	2019-04-15	Lonny	Haroldson	sscipione@toughzap.com	1	0
484	2019-04-16	Helene	Sweigard	shamilton@donware.com	1	0
485	2019-04-16	Gayla	Gleich	hmirafuentes@toughzap.com	0	1
486	2019-04-17	Kristeen	Cetta	vsayaphon@dontechi.com	1	0
487	2019-04-17			ttolfree@iselectrics.com	0	1
488	2019-04-17	Bernardine	Brucato	ikampa@rundofase.com	1	0
489	2019-04-18	Nan	Denooyer	grestrepo@blackzim.com	1	0
490	2019-04-18			hweirather@lexiqvolax.com	1	0
491	2019-04-18	Helga	Mirafuentes	rcantres@treequote.com	0	1
492	2019-04-18	Louisa	Candlish	lcolla@condax.com	1	0
493	2019-04-19	Mona	Keneipp	rdilello@sunnamplex.com	1	0
494	2019-04-22	Carey	Harabedian	cfrey@scotfind.com	1	0
495	2019-04-22			nschmierer@zathunicon.com	0	1
496	2019-04-22	Charlene	Foller	jostrosky@donware.com	0	1
497	2019-04-23	Marjory	Slusarski	lsaylors@iselectrics.com	1	0
498	2019-04-23	Tonette	Frankel	vhalter@stanredtax.com	1	0
499	2019-04-24	Beatriz	Karpin	pyum@mathtouch.com	0	1
500	2019-04-24	Leonida	Adkin	hnachor@stanredtax.com	1	0
501	2019-04-25			jneither@statholdings.com	1	0
502	2019-04-25	Jennie	Vizarro	gkusko@scottech.com	1	0
503	2019-04-25	Lizette	Stimmel	shoogland@kan-code.com	1	0
504	2019-04-26	Deonna	Steffensmeier	oturinetti@dambase.com	0	0
505	2019-04-26	Fatima	Toelkes	tmeteer@zumgoity.com	0	1
506	2019-04-29	Melodie	Luczki	gjeanty@faxquote.com	1	0
507	2019-04-30	Nelida	Rentfro	emallett@donquadtech.com	0	0
508	2019-04-30	Fabiola	Bubash	goles@newex.com	0	0
509	2019-05-01	Katina	Benimadho	lstimmel@j-texon.com	1	0
510	2019-05-01	Clorinda	Hirpara	lcandlish@domzoom.com	0	0
511	2019-05-02	Abel	Amyot	nplumer@doncon.com	0	1
512	2019-05-02	Ma	Shields	ewrinkles@zotware.com	0	1
513	2019-05-02	Golda	Hellickson	candreason@donquadtech.com	1	0
514	2019-05-03	Lenna	Grenet	lcolla@condax.com	0	1
515	2019-05-03	Stephane	Kalafatis	mschmaltz@zencorporation.com	1	0
516	2019-05-03	Beatriz	Semidey	oturinetti@dambase.com	1	0
517	2019-05-06	Andra	Craghead	oturinetti@dambase.com	0	1
518	2019-05-06			lhalsey@plexzap.com	0	1
519	2019-05-07	Eun	Berganza	vketelsen@finhigh.com	0	1
520	2019-05-07	Kanisha	Harnos	ythyberg@openlane.com	1	0
521	2019-05-07	Rasheeda	Acey	mscriven@singletechno.com	1	0
522	2019-05-08	Peggie	Martabano	pyum@mathtouch.com	0	1
523	2019-05-08	Nobuko	Mulqueen	apaprocki@gogozoom.com	1	0
524	2019-05-08	Rikki	Hoffis	lstimmel@j-texon.com	0	1
525	2019-05-09	Carma	Riopelle	lragel@gogozoom.com	0	0
526	2019-05-09	Adell	Loader	tmeteer@zumgoity.com	0	1
527	2019-05-09			rbilden@zathunicon.com	1	0
528	2019-05-10			chughey@gogozoom.com	0	1
529	2019-05-10	Nichelle	Riden	gkusko@scottech.com	0	0
530	2019-05-10	Valentine	Wide	ylueckenbach@bioholding.com	0	0
531	2019-05-13			nschmierer@zathunicon.com	1	0
532	2019-05-13	Shonda	Nicka	dmalet@openlane.com	1	0
533	2019-05-13	Timothy	Yglesias	bscheyer@isdom.com	1	0
534	2019-05-14	Bulah	Schoeneck	mloder@rantouch.com	1	0
535	2019-05-14	Merilyn	Meisel	ameteer@doncon.com	0	0
536	2019-05-14	Izetta	Julia	cschieler@rangreen.com	0	1
537	2019-05-15	Sharen	Fillingim	tnicolozakes@goodsilron.com	1	0
538	2019-05-15	Micaela	Buemi	bscheyer@isdom.com	1	0
539	2019-05-16	Alisha	Eschberger	ylueckenbach@bioholding.com	1	0
540	2019-05-16	Ammie	Polidori	tkarpel@plussunin.com	0	0
541	2019-05-17	Marvel	Skulski	mshields@iselectrics.com	1	0
542	2019-05-17	Cecil	Rodefer	swaymire@gogozoom.com	1	0
543	2019-05-17	Nobuko	Paulas	jmerced@codehow.com	1	0
544	2019-05-20			evanausdal@konex.com	1	0
545	2019-05-20	Becky	Buzick	mschmaltz@zencorporation.com	1	0
546	2019-05-20			fweirather@warephase.com	0	0
547	2019-05-21	Gail	Fredicks	cseewald@xx-holding.com	1	0
548	2019-05-21	Shenika	Dinos	nschmierer@zathunicon.com	1	0
549	2019-05-22	Audry	Fallick	cgrenet@warephase.com	1	0
550	2019-05-22	Tiffiny	Korando	tboord@iselectrics.com	1	0
551	2019-05-23	Tegan	Springe	lragel@gogozoom.com	0	0
552	2019-05-23			vhixenbaugh@green-plus.com	1	0
553	2019-05-24	Ernie	Bowley	tnicolozakes@goodsilron.com	1	0
554	2019-05-24	Bernardo	Nicka	shamilton@donware.com	1	0
555	2019-05-27	Fletcher	Gotter	aeschberger@golddex.com	0	0
556	2019-05-27	Ty	Raymo	mwaymire@hatfan.com	1	0
557	2019-05-27			cseewald@xx-holding.com	1	0
558	2019-05-28	Lai	Cloney	jmerced@codehow.com	0	0
559	2019-05-28	Bobbye	Strassner	shoogland@kan-code.com	1	0
560	2019-05-29	Daniel	Seewald	awenner@openlane.com	0	0
561	2019-05-29	Viola	Halter	nriden@plussunin.com	1	0
562	2019-05-30	Melissa	Gillaspie	lhalsey@plexzap.com	0	0
563	2019-05-31	Johnetta	Poquette	cankeny@hottechi.com	0	0
564	2019-05-31	Antione	Coyier	mfallick@ontomedia.com	1	0
565	2019-05-31	Solange	Limmel	lragel@gogozoom.com	1	0
566	2019-06-03	Rebecka	Biddy	kscheyer@conecom.com	1	0
567	2019-06-04	Barrett	Worlds	rasar@lexiqvolax.com	1	0
568	2019-06-04	Merilyn	Bruschke	mshadrick@statholdings.com	1	0
569	2019-06-05	Clorinda	Manno	rdhamer@donware.com	0	0
570	2019-06-05	Izetta	Albares	agudroe@rantouch.com	1	0
571	2019-06-06			tmiceli@zathunicon.com	1	0
572	2019-06-06	Nobuko	Gillian	lweirather@condax.com	1	0
573	2019-06-06	Lai	Devreese	cseewald@xx-holding.com	1	0
574	2019-06-07	Clay	Pugh	dmaile@gogozoom.com	1	0
575	2019-06-07	Bobbye	Gochal	evanausdal@konex.com	1	0
576	2019-06-10	Novella	Plumer	pheintzman@sunnamplex.com	1	0
577	2019-06-11	Cheryl	Cryer	ythyberg@openlane.com	0	0
578	2019-06-11	Rolande	Sergi	lscheyer@sonron.com	1	0
579	2019-06-12	Lenna	Threets	lcandlish@domzoom.com	0	1
580	2019-06-12			pheintzman@sunnamplex.com	0	1
581	2019-06-12	Jesusa	Ankeny	tmiceli@zathunicon.com	1	0
582	2019-06-13	France	Tillotson	tkines@zotware.com	0	1
583	2019-06-13	Minna	Hoopengardner	sbrucato@bioholding.com	0	1
584	2019-06-13	Filiberto	Melnyk	ikampa@rundofase.com	1	0
585	2019-06-14			lfern@zumgoity.com	0	1
586	2019-06-14	Willodean	Maillard	mpinilla@ganjaflex.com	1	0
587	2019-06-17	Ernie	Rodefer	emallett@donquadtech.com	1	0
588	2019-06-17	Jacqueline	Zagen	chalsey@kinnamplus.com	0	0
589	2019-06-18	Nichelle	Acey	gyori@ganjaflex.com	0	0
590	2019-06-18	Rebecka	Keetch	vhixenbaugh@green-plus.com	1	0
591	2019-06-19	Xuan	Juvera	sshadrick@scotfind.com	0	1
592	2019-06-19	Glen	Merced	lhalsey@plexzap.com	0	0
593	2019-06-20	Jolanda	Discipio	grestrepo@blackzim.com	0	0
594	2019-06-20	Annelle	Pinilla	sparvis@zumgoity.com	1	0
595	2019-06-21	Chauncey	Mallett	cseewald@xx-holding.com	0	1
596	2019-06-21			lcandlish@domzoom.com	1	0
597	2019-06-24	Theola	Kines	ffrancescon@finjob.com	0	0
598	2019-06-24	Elke	Lace	nplumer@doncon.com	0	0
599	2019-06-24			mshadrick@statholdings.com	1	0
600	2019-06-25	Lonny	Stimmel	vhalter@stanredtax.com	1	0
601	2019-06-25	Corinne	Onofrio	tnicolozakes@goodsilron.com	1	0
602	2019-06-25			mdiscipio@rundofase.com	0	1
603	2019-06-26	Solange	Blunk	nschmierer@zathunicon.com	0	0
604	2019-06-26	Daren	Similton	tboord@iselectrics.com	0	0
605	2019-06-27			epaa@hatfan.com	1	0
606	2019-06-27	Beatriz	Sengbusch	sshadrick@scotfind.com	1	0
607	2019-06-28	Ty	Maynerich	tarceo@stanredtax.com	1	0
608	2019-06-28	Kaitlyn	Keneipp	mlietz@openlane.com	0	1
609	2019-06-28			liturbide@openlane.com	0	1
610	2019-07-01	Glen	Yori	dschmaltz@scotfind.com	1	0
611	2019-07-01			chalsey@kinnamplus.com	1	0
612	2019-07-02			thughey@statholdings.com	1	0
613	2019-07-02	Karl	Schoeneck	cturinetti@goodsilron.com	1	0
614	2019-07-03			nriden@plussunin.com	1	0
615	2019-07-03	Shenika	Rodeigues	fmunns@betasoloin.com	1	0
616	2019-07-03	Stephaine	Corrington	epaa@hatfan.com	1	0
617	2019-07-04	Shawna	Schemmer	cgrenet@warephase.com	1	0
618	2019-07-04	Hermila	Weglarz	sbrucato@bioholding.com	1	0
619	2019-07-05			ttolfree@iselectrics.com	1	0
620	2019-07-08	Alishia	Acey	rdhamer@donware.com	0	0
621	2019-07-08			rasar@lexiqvolax.com	0	0
622	2019-07-09	Ty	Munis	pheintzman@sunnamplex.com	0	1
623	2019-07-09			kscheyer@conecom.com	1	0
624	2019-07-10	Daren	Rowling	oturinetti@dambase.com	1	0
625	2019-07-10	Markus	Moyd	mdiscipio@rundofase.com	1	0
626	2019-07-11			clary@scotfind.com	1	0
627	2019-07-11			tboord@iselectrics.com	0	0
628	2019-07-11			lcolla@condax.com	0	0
629	2019-07-12	Freeman	Varriano	lfillingim@konex.com	0	0
630	2019-07-12	Shawnda	Ogg	mgesick@hatfan.com	0	1
631	2019-07-15	Blondell	Kohl	goles@newex.com	0	0
632	2019-07-15	Daron	Fern	cgrenet@warephase.com	0	0
633	2019-07-16	Pamella	Agramonte	cturinetti@goodsilron.com	1	0
634	2019-07-17	Mitsue	Bolognia	jnicolozakes@plexzap.com	1	0
635	2019-07-17	Annmarie	Tromblay	aeschberger@golddex.com	1	0
636	2019-07-18	Ammie	Pinilla	taquas@streethex.com	1	0
637	2019-07-18	Gertude	Mauson	lvanausdal@codehow.com	0	0
638	2019-07-18	Vincent	Reitler	tnicolozakes@goodsilron.com	0	1
639	2019-07-19	Hubert	Bitsuie	sshadrick@scotfind.com	1	0
640	2019-07-19	Karl	Kulzer	liturbide@openlane.com	1	0
641	2019-07-22	Ciara	Linahan	swaymire@gogozoom.com	1	0
642	2019-07-22	Lilli	Gleich	epaa@hatfan.com	1	0
643	2019-07-22			mschmaltz@zencorporation.com	1	0
644	2019-07-23	Ammie	Husser	sparvis@zumgoity.com	0	0
645	2019-07-23	Roxane	Lizama	pyum@mathtouch.com	1	0
646	2019-07-23	Cammy	Hamilton	lsaylors@iselectrics.com	0	1
647	2019-07-24	Corinne	Schieler	lvanausdal@codehow.com	1	0
648	2019-07-24	Izetta	Monarrez	chalsey@kinnamplus.com	1	0
649	2019-07-24	Cassi	Shire	tnicolozakes@goodsilron.com	1	0
650	2019-07-24	Lili	Berray	gkusko@scottech.com	0	0
651	2019-07-25	Raina	Karpel	vhalter@stanredtax.com	0	0
652	2019-07-26	Arminda	Skulski	fmunns@betasoloin.com	1	0
653	2019-07-26	Alline	Nievas	lstimmel@j-texon.com	1	0
654	2019-07-26	Cristy	Bolognia	aandreason@year-job.com	1	0
655	2019-07-26	Virgie	Maisto	mcorrington@faxquote.com	0	1
656	2019-07-29			kgabisi@opentech.com	0	0
657	2019-07-29	Salena	Scipione	tkines@zotware.com	1	0
658	2019-07-30	Felix	Konopacki	aharnos@treequote.com	0	0
659	2019-07-30	Jose	Bolognia	costolaza@goodsilron.com	0	0
660	2019-07-31	Gladys	Berlanga	rdaufeldt@zencorporation.com	0	0
661	2019-07-31	Amie	Mondella	rdhamer@donware.com	1	0
662	2019-07-31	Dean	Meinerding	thughey@statholdings.com	0	0
663	2019-08-01	Glory	Schnitzler	jostrosky@donware.com	0	0
664	2019-08-01	Tiffiny	Lietz	grestrepo@blackzim.com	1	0
665	2019-08-01	Jutta	Saulter	liturbide@openlane.com	0	1
666	2019-08-01	Charlene	Maclead	remigh@ganjaflex.com	0	1
667	2019-08-02			dmalet@openlane.com	0	0
668	2019-08-02	Erick	Radde	mwaymire@hatfan.com	1	0
669	2019-08-05	Fatima	Bitsuie	mshire@statholdings.com	0	0
670	2019-08-05	Ilene	Threets	tkorando@kinnamplus.com	0	1
671	2019-08-06	Cecilia	Gesick	lstimmel@j-texon.com	1	0
672	2019-08-07			mscriven@singletechno.com	0	0
673	2019-08-07	Loren	Rentfro	fmorocco@toughzap.com	0	0
674	2019-08-07	Dorthy	Kines	mshadrick@statholdings.com	1	0
675	2019-08-08			mdiscipio@rundofase.com	1	0
676	2019-08-08	Marge	Mondella	pheintzman@sunnamplex.com	1	0
677	2019-08-09	Tiffiny	Modzelewski	pyum@mathtouch.com	1	0
678	2019-08-09	Amber	Harnos	vketelsen@finhigh.com	0	0
679	2019-08-09	Merissa	Weglarz	lehmann@plusstrip.com	0	0
680	2019-08-12	Jesusita	Kusko	mcorrington@faxquote.com	1	0
681	2019-08-12	Carey	Vanheusen	nschmierer@zathunicon.com	1	0
682	2019-08-13	Jennifer	Gwalthney	fmorocco@toughzap.com	0	1
683	2019-08-13	Mirta	Hamilton	candreason@donquadtech.com	0	0
684	2019-08-13	Rolande	Tegarden	vhixenbaugh@green-plus.com	0	1
685	2019-08-13			cschieler@rangreen.com	0	1
686	2019-08-14	Dierdre	Darakjy	chughey@gogozoom.com	0	0
687	2019-08-14	Talia	Nabours	sscipione@toughzap.com	0	1
688	2019-08-15	Regenia	Daufeldt	emallett@donquadtech.com	1	0
689	2019-08-15	Kallie	Strassner	ecraghead@zathunicon.com	1	0
690	2019-08-15	Theodora	Zane	nschmierer@zathunicon.com	0	0
691	2019-08-15	Colette	Lukasik	cschoeneck@bioplex.com	1	0
692	2019-08-16	Carissa	Farrar	chalsey@kinnamplus.com	1	0
693	2019-08-16	Tyra	Aquas	nschmierer@zathunicon.com	1	0
694	2019-08-19	Virgina	Keener	amodzelewski@donware.com	1	0
695	2019-08-19			goles@newex.com	1	0
696	2019-08-19	Ilene	Parlato	taquas@streethex.com	0	0
697	2019-08-20	Ligia	Fallick	rdilello@sunnamplex.com	1	0
698	2019-08-20	Shonda	Dubaldi	sgillian@betasoloin.com	1	0
699	2019-08-20	Samira	Mconnell	ffrancescon@finjob.com	0	0
700	2019-08-20	Theodora	Reitler	tkorando@kinnamplus.com	0	0
701	2019-08-21	Theola	Madarang	hnachor@stanredtax.com	1	0
702	2019-08-21	Thurman	Zepp	cschieler@rangreen.com	0	1
703	2019-08-22	Vilma	Hixenbaugh	jdrymon@kan-code.com	1	0
704	2019-08-22	Timothy	Kines	vsayaphon@dontechi.com	1	0
705	2019-08-22	Buddy	Berray	kgabisi@opentech.com	0	0
706	2019-08-22	Bernardine	Degroot	fcoyier@fasehatice.com	1	0
707	2019-08-23			kgabisi@opentech.com	0	0
708	2019-08-23	Shawnda	Tegarden	hmirafuentes@toughzap.com	0	0
709	2019-08-26	Keneth	Stenseth	mfallick@ontomedia.com	0	0
710	2019-08-26	Kenneth	Juhas	nplumer@doncon.com	1	0
711	2019-08-26			aeschberger@golddex.com	1	0
712	2019-08-27	Mitsue	Monarrez	cankeny@hottechi.com	0	0
713	2019-08-27	Graciela	Rhym	sdilliard@faxquote.com	0	0
714	2019-08-27	Teddy	Meteer	sparvis@zumgoity.com	0	0
715	2019-08-27	Hillary	Menter	pyum@mathtouch.com	1	0
716	2019-08-28			kgabisi@opentech.com	1	0
717	2019-08-28			lsaylors@iselectrics.com	1	0
718	2019-08-28	Diane	Wenner	tmiceli@zathunicon.com	1	0
719	2019-08-29	Roslyn	Dilliard	sdilliard@faxquote.com	0	0
720	2019-08-29	Deonna	Wenner	mshire@statholdings.com	1	0
721	2019-08-30			erodefer@codehow.com	1	0
722	2019-08-30	Lonny	Hiatt	hpagliuca@rundofase.com	1	0
723	2019-08-30	Ligia	Campain	emallett@donquadtech.com	1	0
724	2019-09-02	Dorothy	Kownacki	tkarpel@plussunin.com	1	0
725	2019-09-02			shoogland@kan-code.com	1	0
726	2019-09-03			fchesterfield@condax.com	0	0
727	2019-09-03	Vincenza	Bitsuie	gbuzick@bioholding.com	0	0
728	2019-09-03			mpinilla@ganjaflex.com	0	0
729	2019-09-04	Daniela	Bruschke	apaprocki@gogozoom.com	1	0
730	2019-09-04	Lettie	Munns	ameteer@doncon.com	0	0
731	2019-09-04	France	Martabano	cfrey@scotfind.com	0	0
732	2019-09-05			ameteer@doncon.com	0	0
733	2019-09-05	Lonny	Ogg	clary@scotfind.com	0	0
734	2019-09-05	Britt	Brucato	ljuvera@xx-holding.com	0	0
735	2019-09-06	Arlene	Ragel	kgabisi@opentech.com	0	0
736	2019-09-09	Bulah	Sayaphon	remigh@ganjaflex.com	1	0
737	2019-09-09	Alecia	Schirpke	dschmaltz@scotfind.com	1	0
738	2019-09-09	Mitzie	Turinetti	sgillian@betasoloin.com	1	0
739	2019-09-10	Shonda	Waymire	mcorrington@faxquote.com	1	0
740	2019-09-10			candreason@donquadtech.com	1	0
741	2019-09-11	Elouise	Tromblay	dmalet@openlane.com	1	0
742	2019-09-11	Maryann	Wardrip	fweirather@warephase.com	0	1
743	2019-09-11			candreason@donquadtech.com	0	0
744	2019-09-12	Kristofer	Lapage	chughey@gogozoom.com	0	0
745	2019-09-12	Mollie	Steffensmeier	amodzelewski@donware.com	0	0
746	2019-09-12	Caprice	Keetch	dschmaltz@scotfind.com	1	0
747	2019-09-13	Beatriz	Flosi	ewrinkles@zotware.com	0	0
748	2019-09-13			cmaclead@ron-tech.com	0	0
749	2019-09-16	Donette	Rodeigues	dmalet@openlane.com	0	0
750	2019-09-16	Kaitlyn	Ventura	kknipp@cancity.com	1	0
751	2019-09-17	Joseph	Borgman	ewrinkles@zotware.com	1	0
752	2019-09-17	Estrella	Abdallah	mgesick@hatfan.com	1	0
753	2019-09-17			sgudroe@donware.com	1	0
754	2019-09-17	Geoffrey	Chavous	bscheyer@isdom.com	1	0
755	2019-09-18	Virgie	Parvis	lhalsey@plexzap.com	1	0
756	2019-09-18	Noah	Munns	dbayless@codehow.com	0	0
757	2019-09-18	Cherry	Bolognia	vhauenstein@codehow.com	1	0
758	2019-09-19	Glenn	Perruzza	chalsey@kinnamplus.com	0	0
759	2019-09-19	Karl	Patak	hweirather@lexiqvolax.com	1	0
760	2019-09-20	Shenika	Pawlowicz	lvanausdal@codehow.com	1	0
761	2019-09-20	Lenna	Wide	sparvis@zumgoity.com	1	0
762	2019-09-20	Edna	Brossart	cmanno@donquadtech.com	1	0
763	2019-09-23	Cecily	Yglesias	agudroe@rantouch.com	0	0
764	2019-09-23			rdaufeldt@zencorporation.com	0	0
765	2019-09-24	Hoa	Wenzinger	fweirather@warephase.com	0	0
766	2019-09-24	Salome	Bubash	ikampa@rundofase.com	1	0
767	2019-09-25	Lai	Brucato	nplumer@doncon.com	0	0
768	2019-09-25	Kanisha	Wolny	lragel@gogozoom.com	0	0
769	2019-09-26	Carmela	Kippley	ttolfree@iselectrics.com	1	0
770	2019-09-26	Krissy	Ahle	jostrosky@donware.com	0	0
771	2019-09-27	Lindsey	Vanausdal	mpinilla@ganjaflex.com	0	1
772	2019-09-27	Portia	Julia	kamigon@faxquote.com	1	0
773	2019-09-27	Nieves	Blackwood	mshields@iselectrics.com	0	0
774	2019-09-27	Joni	Restrepo	chalsey@kinnamplus.com	0	0
775	2019-09-30	Annelle	Gibes	candreason@donquadtech.com	0	0
776	2019-09-30	Deandrea	Varriano	awenner@openlane.com	0	0
777	2019-09-30	Jade	Rhymes	lcandlish@domzoom.com	1	0
778	2019-10-01	Lorrine	Karpel	vsayaphon@dontechi.com	1	0
779	2019-10-01	Yoko	Nachor	lcandlish@domzoom.com	0	0
780	2019-10-02	Marjory	Schmaltz	rasar@lexiqvolax.com	1	0
781	2019-10-02	Fernanda	Vonasek	spinilla@zoomit.com	0	0
782	2019-10-03	Van	Good	kknipp@cancity.com	0	0
783	2019-10-03	Laurel	Gudroe	mfallick@ontomedia.com	0	1
784	2019-10-04	Roosevelt	Shields	fchesterfield@condax.com	0	1
785	2019-10-04	Salena	Rauser	costolaza@goodsilron.com	0	0
786	2019-10-07	Sheridan	Garufi	apaprocki@gogozoom.com	0	0
787	2019-10-07	Claribel	Hagele	mshadrick@statholdings.com	1	0
788	2019-10-07	Mariann	Corrington	mmoyd@lexiqvolax.com	0	0
789	2019-10-08			tarceo@stanredtax.com	1	0
790	2019-10-08			lwide@mathtouch.com	0	0
791	2019-10-08	Lavera	Halsey	goles@newex.com	0	0
792	2019-10-09			shoogland@kan-code.com	0	0
793	2019-10-10	Pamella	Schnitzler	mkiel@dambase.com	0	0
794	2019-10-10	Rima	Beech	cgrenet@warephase.com	1	0
795	2019-10-11	Peggie	Gudroe	vborgman@groovestreet.com	1	0
796	2019-10-11	Daron	Hoa	nsmith@rangreen.com	0	1
797	2019-10-14	Theola	Chesterfield	rbilden@zathunicon.com	1	0
798	2019-10-14			lcandlish@domzoom.com	0	0
799	2019-10-14	Sabra	Rochin	goles@newex.com	0	0
800	2019-10-15	Brittni	Mastella	gbuzick@bioholding.com	1	0
801	2019-10-15	Novella	Lindall	lragel@gogozoom.com	0	0
802	2019-10-15			mloder@rantouch.com	0	0
803	2019-10-16	Heike	Weirather	jostrosky@donware.com	0	1
804	2019-10-17	Sheridan	Abdallah	dbayless@codehow.com	1	0
805	2019-10-17	Celeste	Greenbush	clary@scotfind.com	0	1
806	2019-10-18	Vincenza	Keneipp	mshadrick@statholdings.com	1	0
807	2019-10-21	Selma	Wiklund	hweirather@lexiqvolax.com	0	0
808	2019-10-21	Shalon	Sama	mshire@statholdings.com	0	0
809	2019-10-22	Marvel	Nachor	agudroe@rantouch.com	1	0
810	2019-10-22	Kris	Pedrozo	cmanno@donquadtech.com	0	0
811	2019-10-23			jneither@statholdings.com	0	1
812	2019-10-23	Scarlet	Ruta	erodefer@codehow.com	0	0
813	2019-10-23	Larae	Iturbide	fcoyier@fasehatice.com	0	0
814	2019-10-24	Ma	Maisto	lhalsey@plexzap.com	0	0
815	2019-10-24			jdrymon@kan-code.com	0	0
816	2019-10-24			dmalet@openlane.com	0	0
817	2019-10-25			cmanno@donquadtech.com	1	0
818	2019-10-25	Izetta	Jacobos	mgesick@hatfan.com	0	0
819	2019-10-25	Albina	Spickerman	dschmaltz@scotfind.com	1	0
820	2019-10-28	Francine	Gesick	ameteer@doncon.com	1	0
821	2019-10-28	Galen	Kohnert	rdhamer@donware.com	1	0
